8,6,7,2017,0,11
8,6,7,2017,1,8
8,6,7,2017,2,15
8,6,7,2017,3,8
8,6,7,2017,4,15
8,6,7,2017,5,10
8,6,7,2017,6,8
8,6,7,2017,7,8
8,6,7,2017,8,12
8,6,7,2017,9,13
9,6,7,2017,0,11
9,6,7,2017,1,10
9,6,7,2017,2,13
9,6,7,2017,3,9
9,6,7,2017,4,13
9,6,7,2017,5,8
9,6,7,2017,6,9
9,6,7,2017,7,10
9,6,7,2017,8,13
9,6,7,2017,9,16
10,6,7,2017,0,9
10,6,7,2017,1,11
10,6,7,2017,2,15
10,6,7,2017,3,10
10,6,7,2017,4,15
10,6,7,2017,5,10
10,6,7,2017,6,10
10,6,7,2017,7,8
10,6,7,2017,8,12
10,6,7,2017,9,13
11,6,7,2017,0,11
11,6,7,2017,1,9
11,6,7,2017,2,15
11,6,7,2017,3,10
11,6,7,2017,4,14
11,6,7,2017,5,11
11,6,7,2017,6,11
11,6,7,2017,7,10
11,6,7,2017,8,17
11,6,7,2017,9,15
12,6,7,2017,0,11
12,6,7,2017,1,11
12,6,7,2017,2,14
12,6,7,2017,3,8
12,6,7,2017,4,14
12,6,7,2017,5,10
12,6,7,2017,6,8
12,6,7,2017,7,11
12,6,7,2017,8,14
12,6,7,2017,9,17
13,6,7,2017,0,11
13,6,7,2017,1,11
13,6,7,2017,2,15
13,6,7,2017,3,10
13,6,7,2017,4,14
13,6,7,2017,5,8
13,6,7,2017,6,8
13,6,7,2017,7,6
13,6,7,2017,8,15
13,6,7,2017,9,15
14,6,7,2017,0,9
14,6,7,2017,1,9
14,6,7,2017,2,13
14,6,7,2017,3,9
14,6,7,2017,4,15
14,6,7,2017,5,9
14,6,7,2017,6,9
14,6,7,2017,7,9
14,6,7,2017,8,14
14,6,7,2017,9,11
7,0,7,2017,0,6
7,0,7,2017,1,7
7,0,7,2017,2,20
7,0,7,2017,3,8
7,0,7,2017,4,15
7,0,7,2017,5,11
7,0,7,2017,6,12
7,0,7,2017,7,14
7,0,7,2017,8,20
7,0,7,2017,9,14
8,0,7,2017,0,6
8,0,7,2017,1,7
8,0,7,2017,2,17
8,0,7,2017,3,8
8,0,7,2017,4,16
8,0,7,2017,5,12
8,0,7,2017,6,6
8,0,7,2017,7,12
8,0,7,2017,8,18
8,0,7,2017,9,19
9,0,7,2017,0,11
9,0,7,2017,1,14
9,0,7,2017,2,21
9,0,7,2017,3,9
9,0,7,2017,4,24
9,0,7,2017,5,12
9,0,7,2017,6,10
9,0,7,2017,7,12
9,0,7,2017,8,23
9,0,7,2017,9,21
10,0,7,2017,0,9
10,0,7,2017,1,11
10,0,7,2017,2,25
10,0,7,2017,3,12
10,0,7,2017,4,22
10,0,7,2017,5,10
10,0,7,2017,6,8
10,0,7,2017,7,11
10,0,7,2017,8,19
10,0,7,2017,9,23
11,0,7,2017,0,12
11,0,7,2017,1,11
11,0,7,2017,2,25
11,0,7,2017,3,8
11,0,7,2017,4,24
11,0,7,2017,5,10
11,0,7,2017,6,8
11,0,7,2017,7,11
11,0,7,2017,8,21
11,0,7,2017,9,19
12,0,7,2017,0,12
12,0,7,2017,1,12
12,0,7,2017,2,25
12,0,7,2017,3,9
12,0,7,2017,4,18
12,0,7,2017,5,11
12,0,7,2017,6,9
12,0,7,2017,7,9
12,0,7,2017,8,24
12,0,7,2017,9,21
13,0,7,2017,0,6
13,0,7,2017,1,7
13,0,7,2017,2,18
13,0,7,2017,3,10
13,0,7,2017,4,18
13,0,7,2017,5,15
13,0,7,2017,6,6
13,0,7,2017,7,6
13,0,7,2017,8,17
13,0,7,2017,9,18
14,0,7,2017,0,6
14,0,7,2017,1,7
14,0,7,2017,2,13
14,0,7,2017,3,4
14,0,7,2017,4,12
14,0,7,2017,5,9
14,0,7,2017,6,5
14,0,7,2017,7,10
14,0,7,2017,8,10
14,0,7,2017,9,13
15,0,7,2017,0,7
15,0,7,2017,1,7
15,0,7,2017,2,15
15,0,7,2017,3,6
15,0,7,2017,4,15
15,0,7,2017,5,10
15,0,7,2017,6,6
15,0,7,2017,7,8
15,0,7,2017,8,12
15,0,7,2017,9,14
16,0,7,2017,0,7
16,0,7,2017,1,4
16,0,7,2017,2,15
16,0,7,2017,3,6
16,0,7,2017,4,9
16,0,7,2017,5,8
16,0,7,2017,6,5
16,0,7,2017,7,10
16,0,7,2017,8,14
16,0,7,2017,9,15
17,0,7,2017,0,9
17,0,7,2017,1,8
17,0,7,2017,2,18
17,0,7,2017,3,9
17,0,7,2017,4,20
17,0,7,2017,5,7
17,0,7,2017,6,9
17,0,7,2017,7,10
17,0,7,2017,8,19
17,0,7,2017,9,20
18,0,7,2017,0,7
18,0,7,2017,1,11
18,0,7,2017,2,19
18,0,7,2017,3,7
18,0,7,2017,4,20
18,0,7,2017,5,15
18,0,7,2017,6,14
18,0,7,2017,7,12
18,0,7,2017,8,24
18,0,7,2017,9,21
19,0,7,2017,0,5
19,0,7,2017,1,5
19,0,7,2017,2,17
19,0,7,2017,3,10
19,0,7,2017,4,20
19,0,7,2017,5,10
19,0,7,2017,6,8
19,0,7,2017,7,15
19,0,7,2017,8,20
19,0,7,2017,9,16
20,0,7,2017,0,7
20,0,7,2017,1,5
20,0,7,2017,2,12
20,0,7,2017,3,5
20,0,7,2017,4,14
20,0,7,2017,5,10
20,0,7,2017,6,4
20,0,7,2017,7,9
20,0,7,2017,8,14
20,0,7,2017,9,11
21,0,7,2017,0,5
21,0,7,2017,1,7
21,0,7,2017,2,15
21,0,7,2017,3,6
21,0,7,2017,4,13
21,0,7,2017,5,10
21,0,7,2017,6,5
21,0,7,2017,7,8
21,0,7,2017,8,14
21,0,7,2017,9,15
7,1,7,2017,0,6
7,1,7,2017,1,8
7,1,7,2017,2,18
7,1,7,2017,3,10
7,1,7,2017,4,20
7,1,7,2017,5,10
7,1,7,2017,6,7
7,1,7,2017,7,10
7,1,7,2017,8,18
7,1,7,2017,9,15
8,1,7,2017,0,8
8,1,7,2017,1,6
8,1,7,2017,2,16
8,1,7,2017,3,10
8,1,7,2017,4,20
8,1,7,2017,5,11
8,1,7,2017,6,8
8,1,7,2017,7,9
8,1,7,2017,8,18
8,1,7,2017,9,13
9,1,7,2017,0,11
9,1,7,2017,1,9
9,1,7,2017,2,18
9,1,7,2017,3,8
9,1,7,2017,4,23
9,1,7,2017,5,11
9,1,7,2017,6,5
9,1,7,2017,7,10
9,1,7,2017,8,20
9,1,7,2017,9,19
10,1,7,2017,0,9
10,1,7,2017,1,8
10,1,7,2017,2,24
10,1,7,2017,3,7
10,1,7,2017,4,15
10,1,7,2017,5,10
10,1,7,2017,6,10
10,1,7,2017,7,12
10,1,7,2017,8,22
10,1,7,2017,9,22
11,1,7,2017,0,8
11,1,7,2017,1,14
11,1,7,2017,2,19
11,1,7,2017,3,7
11,1,7,2017,4,19
11,1,7,2017,5,9
11,1,7,2017,6,10
11,1,7,2017,7,11
11,1,7,2017,8,25
11,1,7,2017,9,25
12,1,7,2017,0,7
12,1,7,2017,1,9
12,1,7,2017,2,21
12,1,7,2017,3,7
12,1,7,2017,4,22
12,1,7,2017,5,11
12,1,7,2017,6,9
12,1,7,2017,7,11
12,1,7,2017,8,20
12,1,7,2017,9,25
13,1,7,2017,0,4
13,1,7,2017,1,9
13,1,7,2017,2,19
13,1,7,2017,3,8
13,1,7,2017,4,13
13,1,7,2017,5,14
13,1,7,2017,6,10
13,1,7,2017,7,9
13,1,7,2017,8,17
